label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Left_click,0.0,0.0,0.0,-0.084859343932581,-0.08647593909139108,-0.05405056903592291,-0.1396617684625382,-0.2218458668701601,-0.09434837677567415,-0.1442287977000243,-0.33708382562466,-0.13566067141852398,-0.12289329153607419,-0.45327049691809895,-0.1708815298305728,-0.08453558459913303,-0.49014321762204516,-0.03247716666710566,-0.11638893488042093,-0.6563893699249918,-0.1157147900540636,-0.12768707614182304,-0.6137867419526901,-0.18250334442899985,-0.1267036898451156,-0.5330616932568754,-0.2145750740269467,0.0020991382877527105,-0.5211500191149614,-0.04263138350927572,0.008611200222910044,-0.7436809678895997,-0.08566034734842326,0.01269183369170148,-0.8731999742335164,-0.12753879944233415,0.015857465219384137,-0.9873982018349353,-0.15745898453232984,0.08390251333130724,-0.4916707204865894,-0.06733321965299117,0.11342240227135246,-0.6991346831623955,-0.11096120877608433,0.13026696883291922,-0.8268520988422658,-0.14640534830090524,0.14013770706619164,-0.9485551654849451,-0.17005525899875312,0.16044001780521155,-0.41592149362480724,-0.09760007352353177,0.21241776942554136,-0.5703912957571301,-0.12880209549638322,0.24844820676369847,-0.6690984029013005,-0.1396537089308104,0.27662434999594393,-0.7659006548766424,-0.14585700070905502
Left_click,0.0,0.0,0.0,-0.0727952400063104,-0.06259431273560902,-0.0993610896628282,-0.11260977888789978,-0.18515216352580113,-0.15946964027119387,-0.07016932014835794,-0.30891684241833595,-0.20965145154184867,-0.0041553239822868186,-0.4159876727480146,-0.25003093674456206,-0.13068549889613584,-0.4466240337530435,-0.08472431223561472,-0.12985033447130534,-0.5891120121093345,-0.18293131448273903,-0.072065802839524,-0.5455366036201764,-0.25810428837439614,-0.019420640855779207,-0.47285336168504666,-0.2947935180454252,-0.0521012869433215,-0.5042223964055775,-0.07058093991729009,-0.059078611693249704,-0.7190560042090985,-0.12673055930801225,-0.03221970760795717,-0.8555548165952038,-0.17369420444831465,-0.004118777953039432,-0.9782923295531629,-0.2071886908246183,0.028013677695792064,-0.49987281207225437,-0.0732313446034168,0.03760168355346993,-0.7048618501042851,-0.12706478353397532,0.0604371530166378,-0.8379390910731775,-0.16874683631002335,0.08271984693041438,-0.9623029697607435,-0.1955543096133815,0.1102816215117858,-0.44976132830806637,-0.08511719890704868,0.1432589512315947,-0.6084702145461413,-0.12132047427404469,0.17515459939939887,-0.7046266608976156,-0.13788893185970677,0.2049224864990655,-0.7984505670465902,-0.1489234137093931
Left_click,0.0,0.0,0.0,-0.04319031978567601,-0.0523352326477385,-0.14844686073547647,-0.037566709144601064,-0.18138011414573144,-0.21465165612818485,0.04213802099503065,-0.3027882107969158,-0.25513645563263004,0.12005806383153386,-0.40438240111658574,-0.27978626865834705,-0.1287285480342109,-0.4552684516500555,-0.12486374317828504,-0.04361138237450935,-0.5754155781596555,-0.22355937254462652,0.047317820507814384,-0.5328808884498643,-0.2944209119992348,0.11700403664117144,-0.4671659377865199,-0.32609018747788715,-0.055584267758107674,-0.5047935243118714,-0.08054556439818264,-0.03946227769351476,-0.7160088487106084,-0.13830931034662983,-0.001644619252001132,-0.8537763643649413,-0.18130152826786025,0.029012399872991868,-0.97716866302538,-0.21047490267203156,0.02354159074223769,-0.5045226163907175,-0.055682018829178746,0.03850025769782484,-0.6955601293629019,-0.11375226200186252,0.06199162996616498,-0.8318964900474419,-0.15654920374200768,0.08023567246622382,-0.9545350466135478,-0.1815159046377356,0.10518423891304429,-0.46802437323776014,-0.043392294756767195,0.13256332226747636,-0.6191010721281219,-0.08179252236943267,0.15936496470837413,-0.7153817616134774,-0.10097554123853719,0.18360360503701892,-0.8069061464086611,-0.11248130360612156
Left_click,0.0,0.0,0.0,-0.003951940568841854,-0.04973437363841734,-0.16308402002463845,0.04887722354531803,-0.17675103364741834,-0.22089098496327927,0.16118190349841924,-0.2714760905943511,-0.24529225459051524,0.25771251850811855,-0.35049509619240027,-0.2517648587454784,-0.05349169492264181,-0.4501902345239913,-0.13108494762756712,0.07193238791562798,-0.5397543731552364,-0.20927960645363444,0.17688884885815093,-0.49095857336715765,-0.26596692596017085,0.2508261592556641,-0.4370977207343299,-0.29003438569075213,0.005637357327641424,-0.4870097274512514,-0.06898230784339039,0.044843033978454135,-0.6983121485043872,-0.12064278917080361,0.09878778609086955,-0.8439730952845049,-0.16455896599878378,0.1487539148491316,-0.969954387576348,-0.19251171091247707,0.06731585343634712,-0.4752046580528699,-0.0240061457639624,0.12423105974655872,-0.6350485023919956,-0.08044262860661566,0.166618727315833,-0.692373371980817,-0.12262037555175759,0.19618641686397545,-0.7420094731960124,-0.1407532537327482,0.12788577609345134,-0.4426399690617502,0.008580595852920312,0.1722373791857303,-0.5778089076840667,-0.028395668108835263,0.19840191328561277,-0.6665486995433301,-0.0492498207524982,0.2167461906471383,-0.7569325773521862,-0.05828591075357913
Left_click,0.0,0.0,0.0,-0.05584377405122345,-0.02441613804562194,-0.11287823712810764,-0.08200614316283981,-0.1140452568753777,-0.18376432213199978,0.00023633627508035316,-0.21845189497220915,-0.2414659579748425,0.08553903123661873,-0.30611809403399787,-0.288251017021773,-0.16259299653017614,-0.378770861601971,-0.10614915536287121,-0.11070983397880407,-0.4794766178074799,-0.20664741941479114,-0.023391778604529047,-0.4370841518385586,-0.28239024490834197,0.04727177819836882,-0.37622374457030355,-0.3203145665199296,-0.10078385177487606,-0.4558487149520407,-0.09204763099086403,-0.12237300088413014,-0.6741244885135141,-0.15200387885386438,-0.12244127266694342,-0.828060997559,-0.20160504292975776,-0.1256917445459792,-0.9632707544680276,-0.23729947100570012,-0.027217401382668854,-0.4737767720392516,-0.09396424998065761,-0.03841962774192014,-0.6873181165542664,-0.1516529081774143,-0.03858670278805948,-0.8251716381792236,-0.19751714625304642,-0.045642301775446384,-0.9438790945337356,-0.2265706416125245,0.058902434730926656,-0.4502024406241566,-0.10544709032920511,0.07553021825685514,-0.6130687363097561,-0.14008077915017972,0.08151438843735863,-0.7121043781263823,-0.15496831245858228,0.08290710453686026,-0.8027039315832697,-0.1651595722368267
Left_click,0.0,0.0,0.0,0.06656398274755543,-0.0339998906839385,-0.09992216568347324,0.16822976676419688,-0.11025575432588403,-0.16699981155276736,0.3056353424250483,-0.1611990615861244,-0.21793284995437198,0.4066885980318381,-0.2137206904169525,-0.2581806104878706,0.09958334756129218,-0.4018403355815207,-0.12874383927514046,0.276841542879483,-0.41066194571948234,-0.2173532899854035,0.3788862137504274,-0.3274172530247392,-0.2779292270258784,0.4408278089031154,-0.2600426509802768,-0.3034501631705429,0.08968072486628385,-0.4660534102713435,-0.10343863923953404,0.17264429504508072,-0.6512264735082325,-0.18163655823427036,0.22965587722373124,-0.801939889442965,-0.22971195143123405,0.2669157001532515,-0.9291532325711043,-0.255793431139986,0.08890293388938202,-0.48178594225389554,-0.08483103702028959,0.1519951216237129,-0.6868496045128145,-0.14913408933110206,0.20525514744743667,-0.8337163019991419,-0.1807066360183204,0.2448521866231752,-0.9481856112322199,-0.18893281249355498,0.10240642294358626,-0.4712562185777162,-0.0722796593239412,0.15085349677826648,-0.6554825450932867,-0.10110674758668244,0.1781578514244775,-0.7876590497917614,-0.10480854101262581,0.20329393556888678,-0.8970844077596623,-0.09955624001039176
Left_click,0.0,0.0,0.0,0.061848230800152615,-0.027962954819479947,-0.10636462380088094,0.16800609730850977,-0.10119470882288435,-0.17325998676882307,0.3084585012755035,-0.14807977840044936,-0.2209439196566612,0.41371928739968195,-0.19419777689141615,-0.2574041628690782,0.10063174097187588,-0.38887395878235587,-0.13895138931592566,0.2860438271349764,-0.3809339777232574,-0.22456786796094014,0.39061658652701564,-0.3012252124531906,-0.2802783736185624,0.45472642725536544,-0.24104299967427956,-0.3028019569209828,0.0936284436285536,-0.4570583980206427,-0.1087127341410997,0.18215081672953756,-0.649393398125534,-0.18606407660721652,0.24191386719758529,-0.7993012598201764,-0.22827504006963156,0.2837658240244376,-0.9261332015836016,-0.24850402419325143,0.09441060942760501,-0.4745745945070151,-0.0848566468371438,0.16024984973862608,-0.6834596889240926,-0.14945864823039787,0.21560816572759992,-0.8253712890054091,-0.1763096461877537,0.25877303792040507,-0.937825760620303,-0.17937300040628898,0.10717375688732847,-0.46374568025486496,-0.06737348525070669,0.16015181526204855,-0.652248043598094,-0.09723160252170254,0.18961783013177036,-0.7850813102999868,-0.09901030338295065,0.21730120815339474,-0.8956665533560977,-0.09081315427586821
Left_click,0.0,0.0,0.0,-0.18591395280776338,-0.020639713510727666,0.02048053186475591,-0.3059218414904004,0.08897052287463567,0.03178572047369507,-0.3738767565843351,0.22458436962107958,0.03948980251052524,-0.39986579497079816,0.3156002963307431,0.051446717298088106,-0.3537323335227052,0.2839162795631002,-0.015113168706312602,-0.47317739927172653,0.3686504317094038,-0.033370751190320666,-0.47324759545052936,0.33788554615796085,-0.03288793211869291,-0.4455655443141448,0.2962438567137551,-0.02849807335193702,-0.29304193949537044,0.4005724573958001,-0.03532098181612756,-0.4191454575172205,0.6093122332827229,-0.06614825118565351,-0.49594728477090244,0.7314706633806929,-0.08082747377365669,-0.5470375679074513,0.8324309442954947,-0.08836640921306964,-0.21061627016670625,0.4592467482252413,-0.05276852948194195,-0.27802042729525694,0.6932986707744567,-0.09125696798992836,-0.3165217778654297,0.82261319391284,-0.12745040373609595,-0.3385644748248197,0.9261738672013298,-0.14747256127144878,-0.12618170528350772,0.4565611176344357,-0.06369716769033026,-0.15453798444977773,0.6414178971868801,-0.09785674064453913,-0.15824177300902298,0.7526636418631903,-0.1188509996989859,-0.1556655105717986,0.8432207864042495,-0.12962107954646504
Left_click,0.0,0.0,0.0,-0.18974320312680054,-0.020229502142845402,0.015292772865526275,-0.3108448464533056,0.09535896812473635,0.023849194606446807,-0.37620338257106567,0.23294590064667958,0.02840973628806165,-0.39867709950332453,0.3217636703026902,0.036139117847858504,-0.34877535832409945,0.29038623436051036,-0.018239800579773067,-0.4768176578492565,0.365939069274471,-0.04044088292288628,-0.49087806983908605,0.3267364189366977,-0.04587620050203632,-0.47694612195489006,0.2837965883580299,-0.04562807782538209,-0.28632976924393544,0.4039091205841034,-0.037647396661440326,-0.4128689449637597,0.612202571820863,-0.0679589722095438,-0.4913778608485947,0.7342378460075322,-0.08577900561139716,-0.5418322164773578,0.8350360656316241,-0.09556473346214876,-0.20404319598516565,0.4588379966610348,-0.054980761888784924,-0.27239969674814285,0.695625630452099,-0.09250474425254797,-0.31468642331532326,0.82715912177257,-0.13176810052223376,-0.34055068619857976,0.9338204306751882,-0.1542992121537553,-0.12358497013735331,0.45215426867365,-0.06657644955325737,-0.1509103168692328,0.6323842515594215,-0.09956032659679638,-0.155296381497707,0.7400559259643765,-0.12112759603309269,-0.15412973362841928,0.828480489185139,-0.13259784267896726
Left_click,0.0,0.0,0.0,-0.19325879410594984,-0.04376901403313006,0.0340949443444776,-0.37918616161596685,0.054275364591706954,0.01473139505190299,-0.48654539980062744,0.22244422253964694,-0.013262912229663417,-0.5395178033417226,0.3684446688821528,-0.05213034037135231,-0.4675451230353374,-0.018408155189409966,-0.07877771499260136,-0.6189371418367436,0.20099481570492433,-0.13634367092792402,-0.675338694454639,0.3282517792534585,-0.17319943161316298,-0.7122802366201147,0.41765204527249417,-0.1994054100588998,-0.39337616160019606,0.057571667055263544,-0.13680817534978343,-0.5923069923202159,0.28818935087064296,-0.19018082747934678,-0.7161328801490783,0.4200201645964198,-0.2279506425898248,-0.808447789853291,0.5279591387956427,-0.26013711546700163,-0.28694317991229484,0.15647496142125164,-0.18710775182231532,-0.446959310931597,0.4059567725723261,-0.24724071855372207,-0.5342805458023497,0.5499021331850965,-0.2833082988146683,-0.6030906877074085,0.6557575807360028,-0.3089488649181442,-0.1711178142252118,0.26167947891624393,-0.22875859403977641,-0.27351447909705434,0.47338009858940794,-0.2896144991044242,-0.3191217856644125,0.6025134288051095,-0.3109281464253711,-0.35611571416701676,0.7108878242933203,-0.3238784664028315
Left_click,0.0,0.0,0.0,-0.22975684474201616,0.11172129806350259,0.02454207541773716,-0.4373680930364146,0.10260819820023352,-0.013575393995486502,-0.5791805091773295,0.1512137424092111,-0.059586453031950516,-0.6920147149149151,0.23643469277592113,-0.11598893353605311,-0.42619962133367073,-0.27881814444150904,-0.11032386012730888,-0.6444710257252946,-0.2436793458741053,-0.1939612988456889,-0.7750293464197129,-0.18111371452345695,-0.2512415860314546,-0.8733309316022945,-0.10545950906614299,-0.2921092110151649,-0.3673015403404346,-0.28146042081562755,-0.18099070863006297,-0.6236467684594399,-0.333769995920729,-0.26247985314503924,-0.7718595594458777,-0.31592136474498816,-0.32258641479394157,-0.8881012283943587,-0.2718256391990476,-0.37065756433460273,-0.28961829334982325,-0.2008300889828199,-0.2441656428626425,-0.5186036199218977,-0.19651523518231861,-0.3376355163642995,-0.6503340412306223,-0.13730651687459897,-0.40527606298728314,-0.7535980851488498,-0.07451034459886968,-0.4533900243998207,-0.207143131629609,-0.038005485528142015,-0.29629402124240783,-0.32800948771426025,-0.0027009668275829245,-0.38209866022850325,-0.397868915368134,0.03353154441970562,-0.4241056990628398,-0.4631060678222813,0.06645367289795928,-0.4568306014881417
Left_click,0.0,0.0,0.0,-0.1917403136559513,0.008134441434650105,-0.0030527518707076,-0.3511678966617585,-0.04150615130803574,-0.033969176373696765,-0.4778041487509469,-0.04962696882351292,-0.0779561507004371,-0.590274810669032,-0.03161903274213898,-0.12321391361881064,-0.3569993347712767,-0.322003092747571,-0.001734592611582513,-0.5166759149351445,-0.31740141369516206,-0.09908771585897787,-0.5852980731358625,-0.20155514530953053,-0.19062317236239587,-0.616221564733873,-0.0838528182883401,-0.24180422966003476,-0.3241082286818914,-0.3615308105695946,-0.04491831199628303,-0.483444611569941,-0.5482066326247624,-0.0950792583106737,-0.5921373607013732,-0.6443129640986359,-0.14422803758880448,-0.6759763146484374,-0.7143886341937032,-0.1808449650091815,-0.25936512083250995,-0.3456801018782022,-0.09862790858689156,-0.3813875124827348,-0.5460294502002276,-0.14100534959638655,-0.47161929014994275,-0.6516174684335516,-0.16751690526923405,-0.5510854468867031,-0.7305068525450911,-0.187008185620911,-0.1886002407086945,-0.2792269517505153,-0.15471766396253633,-0.24947159101053185,-0.40818327713415226,-0.1850591838073474,-0.316186640949143,-0.48343130821357216,-0.18574903496170367,-0.3880092180449838,-0.5428267072247753,-0.18641127764455948
